tweets,label
"Dan ini bukan kali pertama Jokowi terjun langsung memantau vaksin.   Buat sektor transportasi, beliau juga langsung mengamati.   *entah kenapa Pak @ridwankamil sering bgt satu frame sama Pak Jokowi di kegiatan vaksinasi. #bukankode😀😃😃  cc ponakannya Kang Emil @mrs_enci :p https://t.co/3MipL6qOEO",1
Kapolri Ajak Masyarakat Datangi Sentra Vaksinasi Covid-19 Kabupaten Kota https://t.co/o2OIjgF2GS,1
Fokus Penyampaian Maklumat : 📌 Pelanjutan pelaksanaan Perintah Kawalan Pergerakan (PKP) 3.0 'Total Lockdown' Fasa 1 sehingga 28 Jun 2021  📌 Penularan Variant of Concern (VOC) dalam komuniti  📌 Trak Vaksinasi Bergerak MYMedic@Wilayah   📌 Kempen Pendaftaran Vaksin COVID-19 https://t.co/oAgHhKqaR4,
"Akhirnya ada vaksinasi yg ga perlu surat domisili, tapiii di priuk 😩",0
Melakukan monitoring dan pengamanan Vaksinasi Covid 19 di Puskesmas Paya Lombang Kec. Tebing Tinggi Kab. Sergei. https://t.co/5rotzWQxAb,1
Panglima TNI Siap Dukung Vaksinasi Nasional 1 Juta Vaksin Covid-19 Per Hari https://t.co/j6JBHAae0O,1
Vaksinasi dan Tetap Patuhi Protokol Kesehatan Agar Terhindar Dari Virus Corona.  @DivHumas_Polri https://t.co/EMJNtnMsz8,1
"‘Polsek Benda’ PAM Pengaman Vaksinasi Massal: Tangerang, https://t.co/iskHUhEVHd – Polsek Benda Polres Metro Tangerang Kota melaksanakan pengamanan kegiatan vaksin yang diadakan di 2 titik, di kantor GOR Kecamatan Benda dan SMPN… The post ‘Polsek Benda’… https://t.co/XbAoRMkmjY",1
Beredar Video Antrean Panjang Vaksinasi di Bandung https://t.co/tDkQF4xV4n #trending,0
"Panglima TNI Marsekal TNI Hadi Tjahjanto, Kapolri Jenderal Pol Listyo Sigit, Menteri Kesehatan RI @budigsadikin, serta Kepala BNPB Letjen TNI Ganip Warsito juga turut meninjau kegiatan vaksinasi tersebut. Berikut potretnya. #TopNews https://t.co/eJbiuNyejb https://t.co/kDzaDoRnbP",1
"Tinjau Vaksinasi Massal di Stadion Pakansari, Jokowi Targetkan Herd Immunity di Bogor Tercapai pada Agustus https://t.co/sWadfCDPO1 #NASIONAL #VaksinasiCovid19 #VaksinasidiStadionPakansari https://t.co/9ItuIqJZcF",1
"Masih cari2 vaksin umum yang available, kebanyakan kuota full. Mencari mandiri karena nunggu giliran kantor bakal kelamaan. Ada yang udah coba belum KTP non-DKI di sentra vaksinasi/faskes manapun?",1
#News: Vaksinasi COVID-19 Bagi Warga Sasaran di Kepulauan Seribu Terus Digencarkan https://t.co/tIZZvTFr9U | Berita Jakarta,1
"@ariaoy23 @chen_lie81 Atau cr website puskesmas kecamatannya, kmrn sy daftar lwt web https://t.co/ytY0xhc7It",1
Presiden Jokowi: Percepat Vaksinasi Di Daerah Interaksi Dan Mobilitas Tinggi https://t.co/x3uuse5YWc   @jokowi @KemenkesRI https://t.co/2Q1rbOs4rO,1
"Menkes pastikan menambah 400 ribu dosis vaksin Covid-19 per hari untuk mencapai target  Baca selengkapnya, klik 👇👇👇 #Vaksin https://t.co/wFOSww0DYy",1
Apa kaitan babi buka Parlimen dengan kadar vaksinasi? Pundek https://t.co/IHtHWA3H2k,
Sehingga sekarang tidak ramai penduduk yang terdiri daripada petani dan nelayan yang berdaftar malalui aplikasi MySejahtera.  #JomVaksin #HarakahDaily #KesedaranVaksin #VaccineAwareness https://t.co/pNo47YMMst,
"""Kita harapkan tetap bekerja keras mempercepat program vaksinasi ini. Secepat-cepatnya target vaksinasi ini paling tidak di Kabupaten Bogor, bulan Agustus sudah tercapai kekebalan komunal,"" tandas Presiden. https://t.co/dJpGzDOwyK",1
"Pemerintah Provinsi Jawa Barat bersama TNI dan Polri menggelar vaksinasi massal di Stadion Gelora Bandung Lautan Api (GBLA), Bandung, Jawa Barat, Kamis (17/6). Ditargetkan sekitar 5 ribu warga Bandung Raya dapat mengikuti vaksinasi massal ini. https://t.co/wqawdvHIbb",1
"Presiden Joko Widodo berharap agar semua pihak dapat terus bekerja keras untuk mempercepat program vaksinasi. Dengan vaksinasi ini, Presiden menargetkan Kabupaten Bogor dapat mencapai kekebalan komunal pada bulan Agustus. https://t.co/jJnPMi0kCh",1
"Penyanyi Agnez Mo mendirikan klinik atau rumah sakit lapangan untuk membantu kelancaran program vaksinasi Covid-19. Klinik yang dibangun bersama AG Peduli ini didirikan di daerah Ancol, Jakarta Utara.  https://t.co/dg0B1kPthT",1
DUKUNG DAN SUKSESKAN VAKSINASI  TNI-POLRI dari Polsek Barat dan Koramil Barat amankan pelaksanaan Vaksinasi sebagai bentuk dukungan dan ikut mensukseskan program pemerintah dalam menanggulangi penyebaran Covid19 agar Pandemi segera berakhir dan Perekonomian Indonesia kmbali pulih https://t.co/VOg5M7XmJ6,1
"""Saya kira terus dilanjutkan karena kita membutuhkan percepatan vaksinasi ini dalam rangka mencapai kekebalan komunal _(herd immunity)_ yang kita harapkan penyebaran Covid ini bisa kita hambat,"" jelas Presiden. https://t.co/cc1VeU0nOA",1
"Sebanyak 200 peserta melakukan vaksinasi di RS Permata Jonggol, 200 peserta di RS EMC Sentul, 300 peserta di RS Bina Husada, 300 peserta di Puskesmas Cimandala, 400 peserta di Puskesmas Citeureup, dan 300 peserta di Puskesmas Karadenan. https://t.co/ay7oqpf5H2",1
Begini harapan Panglima TNI Marsekal TNI Hadi Tjahjanto terhadap program satu juta vaksinasi COVID-19 setiap hari. #PanglimaTNI https://t.co/CtLw8ezYhS,1
MPM Rent vaksinasi 1.317 pekerja transportasi https://t.co/XG78hf01Cc,1
"Dalam kesempatan tersebut, Presiden juga berbincang melalui konferensi video dgn perwakilan dari tiga (RS)  tiga Puskesmas yg mengadakan vaksinasi. Mereka adalah RS Permata Jonggol, RS EMC Sentul, RS Bina Husada, Puskesmas Cimandala, Puskesmas Citeureup, dan Puskesmas Karadenan. https://t.co/n3ODlwTaqu",1
"BERDASARKAN informasi yg diunggah akun Instagram @prfmnews, giat vaksinasi yang pada Kamis (17/6) ini dilakukan di Stadion GBLA, Kota Bandung, kembali menjadi sorotan setelah petugas disebut kewalahan mengatur antrean calon penerima vaksin.  Tetap patuhi protokol kesehatan Gaes https://t.co/WrR607Skzh",1
"Sasaran vaksinasi pada hari ini ditujukan untuk berbagai kalangan masyarakat, mulai dari kaum lanjut usia (lansia), pendidik, pedagang pasar, tokoh agama, pegawai pemerintah, pelayan publik, difabel, pelaku transportasi, hingga masyarakat rentan lainnya. https://t.co/HDvjMaNv0v",1
Vaksinasi Covid-19 bagi Orang dengan Mobilitas Tinggi Dipercepat https://t.co/5fEuzFP97N,1
Yampun target vaksinasi 1 juta orang per hariiii seindonesiaa  200 orang sehari aja daku udah capek pak 😢 Mangat je ye !,0
"Seluruh karyawan kami akan melakukan vaksinasi pada hari Jumat, 18 Juni 2021 🥰  Maka seluruh outlet kami akan buka mulai jam 2 siang hanya pada hari Jumat, 18 Juni 2021  PT. Food Korea Indonesia: https://t.co/QeB1yQsylX",1
@aafirashid Allahu rindunya bunyi in-flight announcement..KKM  MKN cepat la sket buat cadangan benarkan rakyat yg dah vaksin utk rentas negeri..nak tunggu sampai 80% vaksinasi memang bankrup lah semua business berdasarkan tourism 🥲,
"""Hari ini saya bersama dengan Gubernur Jawa Barat  Ibu Bupati Kabupaten Bogor melihat langsung vaksinasi yg diadakan di Kabupaten Bogor. Sebanyak 10rb hari ini, baik yang berada di Stadion Pakansari  beberapa rumah sakit  Puskesmas yg ada di Kabupaten Bogor,"" ujar Presiden. https://t.co/HaH0iCxDqx",1
"Pagi tadi, Presiden @jokowi meninjau secara langsung vaksinasi massal yg dilakukan di Stasiun Bogor. Presiden menghimbau agar percepatan vaksinasi dilakukab di tempat2 yg interaksi dan mobilitasnya tinggi, seperti stasiun, bandara dan pelabuhan.  Indonesia, SEHAT! https://t.co/m0BinzvZxv",1
"Seluruh karyawan kami akan melakukan vaksinasi pada hari Jumat, 18 Juni 2021 🥰  Maka seluruh outlet kami akan buka mulai jam 2 siang hanya pada hari Jumat, 18 Juni 2021  PT. Food Korea Indonesia https://t.co/81m4Ibd1Da",1
"Presiden @jokowi meninjau vaksinasi bagi sekitar 5.000 masyarakat di Stadion Pakansari, Cibinong, Kabupaten Bogor, Jawa Barat, pada 17 Juni 2021. Secara keseluruhan, sasaran vaksinasi di Kabupaten Bogor pada hari ini yaitu sebanyak 10.000 orang yg tersebar di sejumlah tempat. https://t.co/w0FZOhtnLm",1
@Damai_dibumi @CondetDukedom @irasjafii @YoppiAbus Duh sebelum komen yah bolehlah cari tau dlu arti vaksinasi biar jangan keliatan sok pandai. Oke pandai?,0
Personil Polsek Tebing Tinggi dan Babinsa Koramil 24 .  DiPuskesmas Tebing Syahbandar Ds. Paya Pasir Kec. Tebing Syahbandar Kab. Serdang Bedagai  Monitoring dan Pengamanan Vaksinasi Covid19 Tahap I *Gebyar 25000 Guru dan Masyarakat* di *Puskesmas Tebing Syahbandar* https://t.co/UYPCt2htUn,1
"@detikcom Pastikan sisa dana  covid  digunakan utk▪terlaksananya prog vaksinasi yg segeramenyeluruh ▪kepastian terlaksananya prokes dg dukungan penuh  thd logistik kebutuhan perlkp prokes masy▪bantuan utk kebutuhan asupan nutrisi yg baik kpd masy dlm upaya peningkatan imunitas, BISA?",1
"""Kita harapkan tetap bekerja keras mempercepat program vaksinasi ini. Secepat-cepatnya target vaksinasi ini paling tidak di Kabupaten Bogor, bulan Agustus sudah tercapai kekebalan komunal,"" tandas Presiden. https://t.co/py0Ake0FHh",1
"Salurkan vaksin China ke Sabah untuk meningkatkan usaha vaksinasi, kata Bung - https://t.co/baR8jhg5FA KOTA KINABALU: Sabah mahu Kerajaan Persekutuan menyalurkan vaksin China ke negeri ini dalam usaha me https://t.co/i7Q7pXZVXm",
"Presiden Joko Widodo @jokowi berharap agar semua pihak dapat terus bekerja keras untuk mempercepat program vaksinasi. Dengan vaksinasi ini, Presiden menargetkan Kabupaten Bogor dapat mencapai kekebalan komunal pada bulan Agustus. https://t.co/IIQQe4wOo4",1
"Untuk diketahui, vaksinasi di Stasiun Bogor diperuntukkan bagi sekitar 1.500 pengguna kereta rel listrik (KRL), pelaku ekonomi di stasiun, hingga masyarakat sekitar. Adapun vaksin yang digunakan adalah vaksin AstraZeneca. https://t.co/XzXgBntlPb",1
"Serentak 22 Puskesmas Indramayu Gelar Vaksinasi - https://t.co/cFNqrxeThp 17, 2021 https://t.co/w39nw2xXby",1
Dosen dan Karyawan Institut Teknologi Dirgantara Adisutjipto Jalani Vaksinasi Covid-19 https://t.co/fqDTHmEiVE #beritajogja #jogja #jogjaistimewa https://t.co/6yeW6zfRMg,1
"Dengan adanya vaksinasi di stasiun dan lingkungannya, Presiden berharap seluruh pihak dan masyarakat bisa segera terlindungi dari Covid-19. https://t.co/Xr3tqmnGkI",1
5 dari 6 feed Instagram terkini dari Pak Jokowi mengangkat kegiatan peninjauan vaksinasi.  Begitupun dengan socmed temen2 saya yg belakangan ini pada antusias berbagi pengalaman divaksin + cara dapetinnya.  Yuk semua kompak bareng2! 🇮🇩🇮🇩💕🌟 https://t.co/ztETbXZdcj,1
"Kenapa vaksinasi hanya dipusatkan di stadion? Kan jadi antrian panjang Kenapa ga di PKM terdekat spy aksesnya juga mudah, transportnya murah dan antrian terpecah",0
"""Saya kira terus dilanjutkan karena kita membutuhkan percepatan vaksinasi ini dalam rangka mencapai kekebalan komunal _(herd immunity)_ yang kita harapkan penyebaran Covid ini bisa kita hambat,"" jelas Presiden @jokowi https://t.co/u1dk5TfR0E",1
"Sebanyak 200 peserta melakukan vaksinasi di RS Permata Jonggol, 200 peserta di RS EMC Sentul, 300 peserta di RS Bina Husada, 300 peserta di Puskesmas Cimandala, 400 peserta di Puskesmas Citeureup, dan 300 peserta di Puskesmas Karadenan. https://t.co/AUXtnsSCIx",1
Masih ada yang ragu melakukan vaksinasi Covid 19 jika harus menggunakan vaksin Astrazeneca. Amankah ?  https://t.co/5oREGd6oRd,0
"Dalam kesempatan tersebut, Presiden juga berbincang melalui konferensi video dengan perwakilan dari tiga rumah sakit (RS) dan tiga Puskesmas yang mengadakan vaksinasi. https://t.co/KYbQRmEVpG",1
"Saat meninjau pelaksanaan vaksinasi, Presiden tiba di Stasiun Bogor sekitar pukul 08.06 WIB. Presiden tampak didampingi oleh Menteri Kesehatan Budi Gunadi Sadikin, Gubernur Jawa Barat Ridwan Kamil, Wali Kota Bogor Bima Arya, dan Direktur Utama PT KAI Didiek Hartantyo. https://t.co/NTY4dm7tOk",1
"Sasaran vaksinasi pada hari ini ditujukan untuk berbagai kalangan masyarakat, mulai dari kaum lanjut usia (lansia), pendidik, pedagang pasar, tokoh agama, pegawai pemerintah, pelayan publik, difabel, pelaku transportasi, hingga masyarakat rentan lainnya. @jokowi https://t.co/0nQuoQARWI",1
"Tinjau Vaksinasi di Bandung, Panglima dan Kapolri Berharap Program Vaksinasi Presiden 1 Juta 1 Hari Tercapai https://t.co/Sxic9KcXgQ",1
Yuk Vaksin Covid - 19 gratis dari @agnezmo   Lokasi Vaksinasi: 1. Rumkitlap AGP Pasir Putih Ancol 2. Sentra Vaksinasi Mal Artha Gading  Syarat dan Ketentuanny ada di Bawah : ⬇️⬇️⬇️  #AGNEZMO #AGPEDULI https://t.co/7HtVVcuKTc,1
"Hal tersebut disampaikan Presiden Joko Widodo dalam keterangannya selepas meninjau pelaksanaan vaksinasi di Stasiun Bogor, Kota Bogor, Jawa Barat, pada Kamis, 17 Juni 2021. https://t.co/0A86IVUl2x",1
Anggota Kodim 1626/Bangli Dukung Kegiatan Vaksinasi Di Wilayah  @Korem163Wsa  @Kodam9Udayana @tni_ad @puspen_tni #puspen_ad @bangli @infobali @cucitangan @pakaimasker @jagajarak #VaksinasiCovid19 https://t.co/mJDQ0rsltx,1
"Presiden @jokowi meminta agar vaksinasi di tempat dengan mobilitas dan interaksi tinggi dipercepat. Tempat-tempat publik seperti stasiun kereta api, terminal bus, bandara, hingga pelabuhan harus menjadi prioritas. https://t.co/MwIvoJwEsX",1
"Presiden @jokowi berharap agar semua pihak dapat terus bekerja keras untuk mempercepat program vaksinasi. Dengan vaksinasi ini, Presiden menargetkan Kabupaten Bogor dapat mencapai kekebalan komunal pada bulan Agustus. https://t.co/my0nOQoKwM",1
Vaksinasi Covid-19 bagi Orang dengan Mobilitas Tinggi Dipercepat https://t.co/UUAgqhtVk5,1
"Sebanyak 200 peserta melakukan vaksinasi di RS Permata Jonggol, 200 peserta di RS EMC Sentul, 300 peserta di RS Bina Husada, 300 peserta di Puskesmas Cimandala, 400 peserta di Puskesmas Citeureup, dan 300 peserta di Puskesmas Karadenan. https://t.co/fmRU2qWQcc",1
Puskesmas Banjar Agung Siap Laksanakan Vaksinasi Bagi Guru dan Lansia https://t.co/A9N8tnogun,1
Anggota Bhabinkamtibmas Diminta Sukseskan Vaksinasi | Harian Momentum https://t.co/vmh96fF5gv,1
"Presiden @jokowi juga berbincang melalui konferensi video dengan perwakilan dari tiga rumah sakit (RS) dan tiga Puskesmas yang mengadakan vaksinasi. Mereka adalah RS Permata Jonggol, RS EMC Sentul, RS Bina Husada, Puskesmas Cimandala, Puskesmas Citeureup, dan Puskesmas Karadenan. https://t.co/urv83oj4WN",1
"Sasaran vaksinasi pada hari ini ditujukan untuk berbagai kalangan masyarakat, mulai dari kaum lanjut usia (lansia), pendidik, pedagang pasar, tokoh agama, pegawai pemerintah, pelayan publik, difabel, pelaku transportasi, hingga masyarakat rentan lainnya. https://t.co/qZy6fMaukw",1
"Presiden @jokowi meninjau vaksinasi sekitar 5.000 masyarakat di Stadion Pakansari, Cibinong, Kabupaten Bogor, Jawa Barat, pada Kamis, 17 Juni 2021. Secara keseluruhan, sasaran vaksinasi di Kabupaten Bogor pada hari ini yaitu sebanyak 10.000 orang yang tersebar di sejumlah tempat. https://t.co/Liu3bKlBTM",1
"Kamis tanggal 17 Juni 2021 pukul 08.00 wib s/d selesai di Pendopo Kalurahan Sitimulyo, Personel Polsek Piyungan melaksanakan pengamanan dan monitoring Vaksinasi.  Vaksinasi tersebut di peruntukan untuk anggota Linmas se- Kapanewon Piyungan dan pengurus Ponpes ICBB. https://t.co/YVLiDICMFA",1
Kecepatan vaksinasi berpacu dan berlomba dengan hadirnya varian-varian baru covid-19. Semoga tercapai secepatnya kekebalan masyarakat melalui vaksin. Aamiin. https://t.co/tDqRV58EwX,1
Mendampingi Bapak Presiden @jokowi dalam inspeksi percepatan vaksinasi masal di Stasiun KA Kota Bogor dan di Stadion Pakansari Kab Bogor.  Semua stadion di Jawa Barat diarahkan untuk menjadi tempat vaksinasi masal termasuk stadion GBLA di Bandung. https://t.co/GPqOMDGTrW,1
"Dalam upaya mendukung program pemerintah guna menanggulangi pandemi Covid-19 serta memberikan kekebalan tubuh bagi seluruh masyarakat dan khususnya bagi para WBP, Rumah Tahanan Negara (Rutan) Kelas I Cipinang menyelenggarakan Vaksinasi Covid-19 Bagi Seluruh Warga Binaan https://t.co/eeyHUmyPAQ",1
"Hari Bhayangkara ke-75, Polres Tanggamus Laksanakan Vaksinasi untuk Lansia | Harian Momentum https://t.co/OG8UeaW7qs",1
"""Hari ini saya bersama dengan Gubernur Jawa Barat dan Ibu Bupati Kabupaten Bogor melihat langsung vaksinasi yang diadakan di Kabupaten Bogor. https://t.co/NlvgGU0Zta",1
"Secara keseluruhan, sasaran vaksinasi di Kabupaten Bogor pada hari ini yaitu sebanyak 10.000 orang yang tersebar di sejumlah tempat. https://t.co/o7Al0H9Rwi",1
"Presiden Joko Widodo meninjau vaksinasi bagi sekitar 5.000 masyarakat di Stadion Pakansari, Cibinong, Kabupaten Bogor, Jawa Barat, pada Kamis, 17 Juni 2021. https://t.co/uYij5OuqD4",1
Presiden @jokowi Tinjau Vaksinasi bagi Masyarakat di Stadion Pakansari Bogor https://t.co/n3FVVp5mPs,1
"Boleh katakan Hungary pun start program vaksinasi sama dengan kita, around bulan 2@3 tahun ni. Tapi biasa la Malaysia entah apa yang lembab sangat 🤷🏻 https://t.co/LDiJgYO4pR",
Pemkot Tangerang Bakal Gandeng TNI Polri Gencarkan Vaksinasi di Kota Tangerang   https://t.co/nvXAuueUsx,1
Vaksinasi lansia si Puskesmas Maron Loano ters berlanjut https://t.co/7NtkPi5rlp,1
Vaksinasi lansia si Puskesmas Maron Loano ters berlanjut https://t.co/TrVb6oKlLs,1
Vaksin Merah Putih Bakal Jadi Suntikan Ketiga (Booster) Vaksinasi https://t.co/xOyZcLz9Cg,1
"Yang akan divaksin, harus siapkan KTP, perhatikan jaga jarak dan memakai masker. https://t.co/4PAYQefRr1",1
"Pemerintah mencanangkan pembelajaran tatap muka (PTM) terbatas Juli mendatang. Namun, pemberian vaksinasi bagi guru masih jauh dari target. Hingga Jumat (11/6) vaksinasi Covid-19 bagi tenaga kependidikan itu baru mencapai 35% dari target.  #KhasLokadata https://t.co/1fNOr5uxcF",0
"@drpriono1 Vaksinasi tdk membuat kebal, cm mencegah gejala berat bila terinfeksi. Sdh benar 3M, ga patuh lockdown. Cm dana sdh terbatas, mustahil, lanjut kembali ke PPKM mikro...penasehat science nya siapa y?",0
Ratusan Difabel Terima Vaksinasi Covid-19 di Yogyakarta   https://t.co/Q9thRXH69a,1
"Ya, betul lah tu. Tahniah @JKJAVMY atas kelancaran proses vaksinasi di Spice Penang. Sangat pantas dan efisien. Saya sudah divaksin! Anda juga harus! #CucukMYAZ #LindungDiriLindungSemua https://t.co/PWNRfuk95v https://t.co/Y2Pjh1PIYb",1
Ketua Jaman Sumsel Dukung 1 Juta Vaksinasi per Hari https://t.co/oM9eLuqzOA,1
Kemenkes-Grab fasilitasi akses vaksinasi penyandang disabilitas di DIY https://t.co/X9UCj1wtQ4,1
"Pantau Perkembangan Pandemi, Dashboard Vaksinasi Kemenkes Sajikan Informasi Aktual COVID-19 di Indonesia https://t.co/u5dPFqUQmw",1
📡 Kamis 17 Juni 2021 pukul 14.48. Hujan deras disertai angin kencang yang melanda kawasan timur Kota Bandung ikut menerjang tenda vaksinasi massal di Stadion GBLA. https://t.co/2Dj5AKgFwX,0
"Meskipun sudah terkenal sebagai artis internasional, kepedulian Agnez Mo terhadap Covid-19 di tanah air patut diacungi jempol. Di tengah pandemi, Agnez Mo dirikan klinik untuk vaksinasi gratis bagi masyarakat umum di Rumah Sakit Lapangan (Rumkitlap) Ancol dan Mal Artha Gading. https://t.co/0RqANf5slz",1
Kenyataan Akhbar : Vaksinasi COVID-19 di Pusat Pemberian Vaksin (PPV) diberikan secara percuma oleh Kerajaan https://t.co/6XHjQbivDh,
"Bangga banget!😍😍  Peduli masyarakat, @agnezmo bangun klinik vaksinasi COVID-19 dan bagikan makanan gratis!  https://t.co/FJVF6Ofcwd  #AGNEZMO #AGNATION #EVENTORIID https://t.co/GydUV2b80J",1
"Untuk diketahui, vaksinasi di Stasiun Bogor diperuntukkan bagi sekitar 1.500 pengguna kereta rel listrik (KRL), pelaku ekonomi di stasiun, hingga masyarakat sekitar. Adapun vaksin yang digunakan adalah vaksin AstraZeneca. https://t.co/ZN1sFnZoDd",1
Enam Daerah di Papua Hentikan Pelaksanaan Vaksinasi Covid-19 https://t.co/UKzkXXsn55,0
Aduh tenda vaksinasi itu? https://t.co/YyHNDzDYAk,1
"@drpriono1 Semoga vaksinasi secara massal segera percepat, agar terbentuk Herb Immunity🙏🙏",1
"Untuk di Kelurahan Rawasari Jakarta Pusat sendiri, terdapat 2 sentra vaksinasi yaitu di Puskesmas Kecamatan Cempaka Putih dan di Apartement Green Pramuka. https://t.co/I33XTnWosA",1
"Wakil Wali Kota Jakarta Pusat, Irwandi bersama Camat Cempaka Putih, Lurah Rawasari dan Kepala Puskesmas Kecamatan Cempaka Putih mengunjungi sentra vaksinasi dinamis di Apartemen Green Pramuka, Kamis (17/6). @walikotajakpus @DKIJakarta @KecCempakaPutih @KelurahanRws https://t.co/WBsBOua5Hh",1
"vaksinasi GRATIS dari RS Panti Waluyo sawahan (RKZ) malang, monggo.... Ayo vaksin.. https://t.co/oRaAHtObv0",1
"Dengan adanya vaksinasi di stasiun dan lingkungannya, Presiden berharap seluruh pihak dan masyarakat bisa segera terlindungi dari Covid-19. https://t.co/4jAwFftKxZ",1
"Saat meninjau pelaksanaan vaksinasi, Presiden tiba di Stasiun Bogor sekitar pukul 08.06 WIB. Presiden @jokowi tampak didampingi oleh Menteri Kesehatan Budi Gunadi Sadikin, Gubernur Jawa Barat Ridwan Kamil, Wali Kota Bogor Bima Arya, dan Direktur Utama PT KAI Didiek Hartantyo. https://t.co/o6QkzenB3e",1
Fokus Penyampaian Maklumat : 📌 Pelanjutan pelaksanaan Perintah Kawalan Pergerakan (PKP) 3.0 'Total Lockdown' Fasa 1 sehingga 28 Jun 2021  📌 Trak Vaksinasi Bergerak MYMedic@Wilayah 📌 Program Imunisasi COVID-19 Kebangsaan  📌 Kempen Putuskan Rantaian COVID-19  #IOW https://t.co/Ts7PTta8YX,
INFO ON WHEELS (IOW) JAPEN PENANG - SEBERANG PERAI TENGAH   Tarikh : 17 Jun 2021 (Khamis) Masa. : 1.30 ptg  PARLIMEN P046 BATU KAWAN DUN N17 Bukit Tengah  AKTIVITI HEBAHAN 1.PKP 2.Vaksinasi  #MENANGBERSAMA #LindungDiriLindungSemua #JabatanPenerangan #JapenPenang #KeliaBaqAng #IOW https://t.co/Zno3inyRyw,
"Wakil Wali Kota Bandung, Yana Mulyana didmpingi Kepala @disdagin_bdg , Elly Wasliah monitoring pelaksanaan vaksinasi Covid-19 untuk pegawai retail/toko swalayan se-Kota Bandung berkerja sama dengan Aprindo   #KitaYakinBisa https://t.co/rjl4GnIkhy",1
"Vaksinasi Masal, Kapolres Ende: Jumlah Vaksin Yang Tersedia 610 Vial, Total Penerima Vaksin 6.100 Orang https://t.co/21phmpCqJ0",1
"Pesta kembang api diadakan Selasa malam di sejumlah lokasi di seluruh negara bagian New York, Amerika Serikat. Pesta kembang api untuk merayakan pencapaian vaksinasi.   #Vaksinasi #Covid19 #AmerikaSerikat https://t.co/bRIgt1qPpC https://t.co/yVpwsZr1jt",1
"Pesta kembang api diadakan Selasa malam di sejumlah lokasi di seluruh negara bagian New York, Amerika Serikat. Pesta kembang api untuk merayakan pencapaian vaksinasi.   #Vaksinasi #Covid19 #AmerikaSerikat https://t.co/mK9KwGldLn",1
"Hal tersebut disampaikan Presiden Joko Widodo @jokowi dalam keterangannya selepas meninjau pelaksanaan vaksinasi di Stasiun Bogor, Kota Bogor, Jawa Barat, pada Kamis, 17 Juni 2021. https://t.co/pMBKA100xw",1
"Presiden Joko Widodo @jokowi meminta agar vaksinasi di tempat dengan mobilitas dan interaksi tinggi dipercepat. Tempat-tempat publik seperti stasiun kereta api, terminal bus, bandara, hingga pelabuhan harus menjadi prioritas. https://t.co/fBo0moFdS6",1
Presiden: Percepat Vaksinasi di Tempat dengan Mobilitas dan Interaksi Tinggi @jokowi https://t.co/ukl0sEougw,1
Vaksinasi COVID-19 Bagi Warga Sasaran di Kepulauan Seribu Terus Digencarkan https://t.co/ye98Hqraqa,1
"Punya Pejabat kaya gini di DPR, lalu bingung kenapa Warga ragu ragu ingin vaksinasi.   Republik HomPimPah, vaksinasi Rabies sebetulnya jadi genting. https://t.co/gNtuBgsMSr",0
"Jangan tunda jika kesempatan vaksinasi tiba.  Kabar baik untuk warga berusia 18 tahun ke atas, KTP Jakarta atau non Jakarta yang berdomisili di Jakarta, Pemprov DKI Jakarta membuka peluang vaksinasi gratis.  #AyoSukseskanVaksinasi #Vaksinasi https://t.co/sOj00Eq14P",1
Penyandang Disabilitas dan Lansia di Yogyakarta Dapat Vaksinasi di GOR UNY - https://t.co/AiJJZzia1u https://t.co/t2aZ6igClx,1
Ayo segera vaksinasi Covid-19 dan tetap disiplin protokol kesehatan untuk mencegah penyebaran Covid-19. https://t.co/i5Dj4vQl8X,1
@NCLYS siap-siap vaksin kedua 2 bulan lagi walaupun takut alergi kambuh kayak vaksinasi pertama:'),0
"Sekiranya anda terlepas janji temu vaksinasi, janji temu baru akan diberikan secara automatik. https://t.co/phwWztVKfr",
"Dukung Program Pemerintah, Forkompimda Mamuju Bakal Gelar Vaksinasi Massal https://t.co/IwOSd2cuUe https://t.co/QAH0uBFUKS",1
"Lonjakan kasus membuat BOR RS rujukan Covid-19 di Jakarta melonjak ke level 71 persen. Target vaksinasi di DKI 7,5 juta orang per akhir Agustus. Rusun Nagrak disiapkan untuk isolasi. https://t.co/acG2pBDlxC #Indonesiagoid #GPRIndonesia  #GPRKominfo #KominfoNewsroom https://t.co/emTNjtVSFs",0
"pemerintah drpd ngurusin yang gamau vaksinasi, mending ngurusin yg mau. bnyk  yg mau tp gak kebagian, keliatan jg tiap ada pembukaan selalu rame  full book",0
"Apapun variannya pemerintah ga boleh anggap enteng dan mensolusinya dg vaksinasi serta PPKM. Stop dlu penerbangan ke dlm negeri, fokus penanganan dlm negeri pak dhe https://t.co/5Jp449gxfa",0
"“Trendline positif Growth sangat diperlukan untuk mencapai target yang diharapkan RKP   PA RAPBN 2022. Fondasi paling awal dari pemulihan ekonomi adalah pengendalian Covid-19  Vaksinasi yang merata agar Spending Better sesuai Outcome tercapai”, ucap Ibas https://t.co/WSI0eBLezw",1
Info tentang Vaksinasi ini ternyata program dr panglima TNI ya https://t.co/ayXxv20g6B,1
@Dedell00 Semoga dipermudahkan segala vaksinasi mama you nnt. Aamiin.,1
